valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.795,1924,0.996,['Francisco Canaro'],0.262,169307,0.515,0,5ItArcz1C4oLqsP0ynX0X0,0.966,3,0.303,-12.606,0,Entre Rejas - Remasterizado,0,12/7/1924,0.0685,74.955
0.688,1924,0.996,['Francisco Canaro'],0.616,172333,0.325,0,5IuSiHLUKKDzf1nTpdYjN0,0.96,11,0.312,-14.641,0,Alfredo - Remasterizado,0,12/7/1924,0.0441,118.544
0.605,1924,0.995,['Bijoylal Mukherjee'],0.346,173375,0.339,0,5JHebWyrUzXXLGNCn1vVR4,1.60E-05,0,0.588,-14.342,1,Omon Kore Ma Tor Haasi,0,31/12/1924,0.039,92.245
0.622,1924,0.996,['Francisco Canaro'],0.535,128667,0.279,0,5K6eShQXgL65FitgXDl7sp,0.949,6,0.357,-16.063,1,Madame Pompadour - Remasterizado,0,11/7/1924,0.0844,149.034
0.55,1924,0.996,['Francisco Canaro'],0.513,171320,0.305,0,5L4O8EOyMaeCeWz9X500Dm,0.897,2,0.16,-15.49,1,Mi Noche Alegre - Remasterizado,0,12/7/1924,0.248,116.572
0.55,1924,0.945,['Lionel Hampton Orchestra'],0.565,322587,0.605,0,5P6rLF53DKfDZElPgZrBF7,0.876,10,0.0911,-11.482,1,Birth of the Blues,0,1924,0.0325,116.593
0.685,1924,0.996,['Ignacio Corsini'],0.51,139760,0.263,0,5PnoWOpiLKfTxnbTzP4pH9,0.961,2,0.46,-14.126,1,Sombras - Remasterizado,0,29/03/1924,0.0705,125.761
0.802,1924,0.606,['Teddy Wilson & His All-Stars'],0.778,178693,0.39,0,5R4vvUXYIn9tFoi68GsYwW,0.0303,0,0.136,-12.192,1,Sugar Plum,0,1924,0.0645,93.941
0.836,1924,0.929,"['Paul Whiteman & His Orchestra', 'Bing Crosby', 'Bix Beiderbecke']",0.753,171000,0.47,0,5SAzSfD1eAuuy3H93owYKk,0.00462,1,0.527,-10.059,0,You Took Advantage of Me (with Bing Crosby & Bix Beiderbecke),1,1924,0.118,102.994
0.46,1924,0.994,['Lionel Hampton Orchestra'],0.484,190627,0.387,0,5ab7VUgTYMtn0WYxfiVw7K,0.917,3,0.831,-12.306,1,I've Got a Feeling I'm Falling,2,1924,0.0315,91.558
0.76,1924,0.994,['George Olsen'],0.69,182067,0.427,0,5bBLHhJzqqNqEX184N4pQp,0.845,10,0.248,-13.525,1,He's the Hottest Man In Town,0,1/1/1924,0.0406,105.231
0.92,1924,0.996,['Francisco Canaro'],0.735,175280,0.325,0,5eHqeM6dI4W30vqE1f7Ocy,0.911,9,0.509,-14.517,1,El Matrero - Remasterizado,0,12/7/1924,0.0549,112.052
0.84,1924,0.919,['Lionel Hampton Orchestra'],0.742,192680,0.805,0,5hGmr6KQWzcCGdTYxf4P4S,0.578,1,0.259,-5.123,1,Stompin' at the Savoy - Mix One,0,1924,0.036,112.84
0.697,1924,0.996,['Maurice Chevalier'],0.476,139293,0.149,0,5hKoJAuCgukMBXd0W9ZdVt,0,0,0.388,-16.185,1,Ca n'est pas la même chose,0,1924,0.0492,86.447
0.775,1924,0.732,['Lionel Hampton Orchestra'],0.76,195667,0.354,0,5hoLIJF3clip0VplseKOyG,5.24E-05,9,0.0854,-12.788,0,You're My Ideal,0,1924,0.0711,113.981
0.963,1924,0.982,['George Olsen'],0.778,176107,0.38,0,5ixjL1GSioVd8lGNkLwYDM,0.431,7,0.0922,-12.082,1,Say Arabella - What's A Fella To Do,0,1/1/1924,0.038,107.463
0.731,1924,0.996,['Francisco Canaro'],0.423,171347,0.441,0,5kSeMwoKtS12E5CM2nKva0,0.914,10,0.788,-12.383,0,Llanto de Amor - Remasterizado,0,12/7/1924,0.0447,72.046
0.862,1924,0.814,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]",0.52,208240,0.381,0,5kgUhsCxWKTIl9HitccHTw,0.0227,5,0.201,-11.147,1,Button Up Your Overcoat,1,1924,0.0506,184.814
0.921,1924,0.993,['George Olsen'],0.595,186040,0.407,0,5nEG47pZrOxPo2HQLxnOFn,0.256,3,0.0874,-11.626,1,Beale Street Blues,0,1/1/1924,0.0654,200.905
0.549,1924,0.996,['Francisco Canaro'],0.653,169333,0.211,0,5oK7hYOkBEkXz9d9lumSGd,0.862,0,0.223,-16.294,0,Cascabelito - Remasterizado,0,11/7/1924,0.066,123.96
0.401,1924,0.0231,['Lionel Hampton Orchestra'],0.477,375307,0.446,0,5pxZkT5e2TDtFBwFRtSB5D,0.0391,7,0.424,-15.051,1,Mr. J,0,1924,0.0402,83.291
0,1924,0.996,['Francisco Canaro'],0,170253,0.315,0,5tQsQaMquCXBREb1FNymi7,0.956,8,0.375,-15.969,0,Oh Mujer Mujer - Remasterizado,0,12/7/1924,0,0
0.719,1924,0.765,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]",0.731,240693,0.386,0,5tqBa2U9oKGIogbeXMsRUp,0.126,0,0.274,-11.018,1,"Tell Me, Tell Me, Baby",0,1924,0.0331,126.444
0.728,1924,0.896,"['Jones-Smith, Incorporated']",0.767,186667,0.236,0,5v4GREJgz2A4IIsDAh6Xv1,0.0677,7,0.0967,-13.798,1,"Oh, Lady Be Good! (78rpm Version)",0,1924,0.0698,93.567
0.616,1924,0.995,['Francisco Canaro'],0.484,165880,0.357,0,5xEaN9KWzxI7yodq5IChQB,0.943,7,0.232,-14.954,1,Yo Tartamudeo - Remasterizado,0,11/7/1924,0.223,174.226
0.743,1924,0.995,['George Olsen'],0.402,176373,0.244,0,61tPk9oU7n4Z0nqcIf7vQg,0.809,0,0.0775,-16.48,1,Why Couldn't It Be Poor Little Me,0,1/1/1924,0.0503,210.421
0.755,1924,0.993,['Georgius'],0.594,211040,0.329,0,62iSxXOvjCAAZO0uaQE00r,0,8,0.116,-15.134,1,Par politesse,0,1924,0.263,80.329
0.648,1924,0.996,['George Olsen'],0.618,184840,0.278,0,633pI004Sj1MzvGt0xazcy,0.866,0,0.167,-14.328,0,Everybody Loves My Baby - But My Baby Don't Love Nobody But Me,0,1/1/1924,0.0628,176.776
0.692,1924,0.996,['Francisco Canaro'],0.394,152387,0.375,0,693026zJdM7qLpwGAcAloy,0.901,9,0.771,-16.496,1,Para Usted Mi Nenita - Remasterizado,0,12/7/1924,0.0437,83.214
0.673,1924,0.995,['George Olsen'],0.426,185267,0.223,0,6BqGRSPdHkvRJ5XcRGfflf,0.913,5,0.123,-16.407,1,Put Away a Little Ray of Golden Sunshine,0,1/1/1924,0.0426,208.925
0.568,1924,0.995,['Francisco Canaro'],0.38,169173,0.459,0,6CTMrZvUsc3k3xm8oKXXQH,0.911,10,0.162,-19.284,1,Evocación - Remasterizado,0,11/7/1924,0.338,124.502
0.585,1924,0.996,['Ignacio Corsini'],0.313,172107,0.0773,0,6HX0QJiKsDUAb9QzH4EVs0,0.959,10,0.141,-27.583,0,Oh Mujer Mujer - Remasterizado,0,29/03/1924,0.052,201.031
0.563,1924,0.966,['Count Basie'],0.524,140840,0.269,0,6OlnIrsPk9qv1hFLBtrXRb,0.825,8,0.123,-14.617,1,Moten Swing,0,1924,0.11,183.752
0.587,1924,0.996,['Francisco Canaro'],0.432,156267,0.264,0,6Po2YeMVr5Ee23OZoY9RgZ,0.925,4,0.38,-14.616,1,Todo Corazón - Remasterizado,0,12/7/1924,0.0585,118.359
0.479,1924,0.996,['Francisco Canaro'],0.742,173360,0.21,0,6SJEjLR19BlLNBxIJVX5zX,0.938,11,0.328,-17.135,0,Talan Talan - Remasterizado,0,11/7/1924,0.0801,117.433
0.705,1924,0.996,['Francisco Canaro'],0.406,175733,0.45,0,6U7X6rtxqIxdh2F9ScqIOI,0.97,8,0.364,-14.074,1,La Diana - Remasterizado,0,12/7/1924,0.25,72.514
0.58,1925,0.969,['Tommy Dorsey'],0.678,194320,0.175,0,3XDharvL8vEyxdQwOQKmww,0.00105,3,0.177,-13.021,1,"On the Sunny Side of the Street (From ""Is Everybody Happy?"")",37,1925,0.0301,112.941
0.406,1925,0.98,['Tommy Dorsey'],0.455,275773,0.0804,0,2AATCpoin3pSsUwjLKNCYe,0.000317,8,0.136,-15.696,1,Manhattan Serenade,30,1925,0.04,77.926
0.805,1925,0.991,"['Tommy Dorsey', 'Jack Leonard', 'Bunny Berigan']",0.531,197787,0.17,0,47c6hVC9hL8KoAclJCVOXC,0.174,5,0.126,-14.5,1,Marie,30,1925,0.0771,165.165
0.149,1925,0.992,['Tommy Dorsey'],0.513,217253,0.108,0,3p0VwUCFW31rwgugbnAGhW,0.932,9,0.112,-16.835,1,I'm Gettin' Sentimental Over You,29,1925,0.0315,103.752
0.85,1925,0.982,['Louis Armstrong & His Hot Five'],0.666,150160,0.336,0,2nOYxyusxAfqjZCUSxfNZ4,0.733,8,0.0789,-10.138,1,Muskrat Ramble,22,1925,0.222,183.833
0.657,1925,0.939,['Tommy Dorsey'],0.377,175920,0.497,0,6C0bdY5MgM2WYu6yuxtzC5,0.946,0,0.322,-9.292,0,Opus #1,24,1925,0.0332,169.203
0.647,1925,0.981,['Ethel Waters'],0.68,181293,0.241,0,3Fc83pvJzQ5VcRFSGlvMCO,0,2,0.165,-9.866,1,Heat Wave,26,1925,0.0634,84.91
0.925,1925,0.915,['Louis Armstrong & His Hot Five'],0.783,146267,0.3,0,7dXVSMwfH5X9y2ou0WtrzK,0.478,7,0.0288,-10.066,1,"Come Back, Sweet Papa",20,1925,0.13,99.102
0.634,1925,0.935,['Tommy Dorsey'],0.41,186960,0.23,0,4ou73CMygT62S9gubMZxIe,0.888,5,0.427,-12.827,1,Song of India,23,1925,0.0602,174.066
0.917,1925,0.852,['Tommy Dorsey'],0.689,189787,0.222,0,5YYbVEtvB0PHxYVXrJTDpM,0.924,5,0.104,-15.98,1,Boogie Woogie,22,1925,0.127,145.205
0.288,1925,0.988,['Tommy Dorsey'],0.473,185747,0.0887,0,3fHgV9OfktqOegAvEP6zlv,0,0,0.118,-13.93,1,Star Dust,20,1925,0.0418,78.675
0.652,1925,0.984,['Jelly Roll Morton'],0.572,200840,0.449,0,4HkUx8zJPUEh9sSYjO0ki6,0.0774,10,0.363,-7.531,1,Doctor Jazz,15,1925,0.038,125.729
0.57,1925,0.983,['Louis Armstrong & His Hot Five'],0.671,171800,0.324,0,5CLkYMVMOfqW3VWcjKKr1n,8.34E-05,8,0.143,-10.637,1,Heebie Jeebies,13,1925,0.106,164.628
0.768,1925,0.993,['Louis Armstrong & His Hot Five'],0.583,170533,0.288,0,2iHtgZVqtU2lGy0WBhwHnU,0.109,5,0.206,-9.204,1,Droppin' Shucks,11,1925,0.123,177.647
0.498,1925,0.945,"['Tommy Dorsey', 'Sy Oliver', 'Jo Stafford']",0.804,209987,0.217,0,7r9c3mqLjqfVe791cERNOI,0.0687,0,0.0849,-12.118,1,"Yes, Indeed!",14,1925,0.0602,131.117
0.784,1925,0.992,['Louis Armstrong & His Hot Five'],0.631,181933,0.347,0,6xXlavKbZL6HqPfNWswZvp,0.0136,5,0.0889,-11.102,0,Don't Forget To Mess Around,10,1925,0.0601,101.803
0.43,1925,0.954,['Ethel Waters'],0.35,185840,0.213,0,6O89uMM5FDGGRJ6aYLG51B,0,0,0.254,-12.808,1,Stormy Weather (Keeps Rainin' All The Time) - 78rpm Version,14,1925,0.0399,85.369
0.852,1925,0.968,['The Dorsey Brothers'],0.731,180960,0.341,0,0aUTZjgkNG4jJ0wzqtXh2G,0.138,3,0.212,-9.87,1,My Melancholy Baby,13,1925,0.146,101.408
0.827,1925,0.985,['Louis Armstrong & His Hot Five'],0.692,142893,0.467,0,7y7gNlCv5WhDdBFXV1vGp2,0.0965,0,0.091,-7.237,0,My Heart,8,1925,0.0897,97.858
0.495,1925,0.985,['Louis Armstrong & His Hot Five'],0.625,194627,0.223,0,6bTkrQHnJUXAQtIITRhTg5,0.0255,8,0.111,-11.825,1,You're Next,7,1925,0.0577,125.495
0.77,1925,0.995,['Louis Armstrong & His Hot Five'],0.751,156000,0.282,0,1qlX1t0ws9AyIksvKCzh83,0.000778,5,0.106,-9.918,1,Yes! I'm in the Barrel,6,1925,0.0697,154.265
0.451,1925,0.995,['Louis Armstrong & His Hot Five'],0.541,179333,0.258,0,5BnopTvfLza9CwvBl75iNv,0.614,5,0.16,-11.838,1,Oriental Strut,6,1925,0.0865,183.702
0.759,1925,0.996,['Louis Armstrong & His Hot Five'],0.618,168400,0.141,0,61wCa6mI8xxcZH2GGnWPBc,0.91,11,0.115,-17.2,1,Gut Bucket Blues,6,1925,0.113,138.691
0.209,1925,0.991,['Tommy Dorsey'],0.345,192027,0.127,0,6q9IP7wbfpocUiOEGvQqCZ,0.000133,0,0.72,-17.475,1,I'll Never Smile Again,7,1925,0.0372,71.003
0.809,1925,0.849,['Tommy Dorsey'],0.694,190120,0.363,0,06EAFIZpwSKY659b6KPtAR,0.552,10,0.103,-11.692,1,Hawaiian War Chant,9,1925,0.103,101.726
0.706,1925,0.897,['Louis Armstrong & His Hot Five'],0.73,151600,0.213,0,3mWcoPBHsrmcs1lj6uBfvz,0,8,0.152,-14.635,1,Georgia Grind,5,1925,0.0554,140.34
0.259,1925,0.983,['Bing Crosby'],0.326,192627,0.117,0,6DYnSk5zkvMQEK8Awm2acT,6.32E-06,6,0.674,-13.753,1,How Deep Is the Ocean?,6,1925,0.0446,92.875
0.489,1925,0.962,['Ethel Waters'],0.568,209000,0.112,0,6kKeXUi0zunKxWrB2uUyWb,0,1,0.327,-13.026,1,Harlem On My Mind,10,1925,0.0747,95.221
0.751,1925,0.995,['Louis Armstrong & His Hot Five'],0.622,175067,0.287,0,7e1JFTRrpZIgr7lLE5XBKC,0.163,5,0.0671,-9.342,1,Cornet Chop Suey,5,1925,0.153,94.987
0.603,1925,0.988,['The Big Aces'],0.538,192893,0.333,0,7iGSIYRmzu18rIMe8HrFkq,0.158,0,0.139,-10.38,0,Cherry,8,1925,0.0764,174.542
0.678,1925,0.988,['Louis Armstrong & His Hot Five'],0.573,159933,0.295,0,0rEP2CDOuvUm4zbhIPZAkK,0.000139,5,0.0784,-10.096,1,Gut Bucket Blues,4,1925,0.0525,146.336
0.954,1925,0.85,"['Tommy Dorsey', 'Edythe Wright']",0.668,164107,0.288,0,5UXcT8kcQ0t0efFVp1m0Ma,0.25,5,0.155,-14.088,1,Head Over Heels in Love,5,1925,0.0747,95.922
0.565,1925,0.994,['Louis Armstrong & His Hot Five'],0.595,182773,0.257,0,7od83Q1ZlsQtpsvNT5nGWH,0.335,2,0.411,-9.774,1,The King of the Zulus,5,1925,0.215,166.855
0.56,1925,0.954,['Ethel Waters'],0.7,178293,0.197,0,0sSVsv3yHMSkL0qeLRoRDa,0,2,0.361,-11.915,1,(What Did I Do To Be So) Black and Blue?,6,1925,0.136,120.542
0.607,1925,0.97,['Louis Armstrong & His Hot Five'],0.672,182400,0.146,0,1qEXqZQkzIaUnhmfObk2sL,0.0182,0,0.101,-13.417,1,Skid-Dat-De-Dat,3,1925,0.0472,122.127
0.202,1925,0.992,['Connie Boswell'],0.376,189440,0.104,0,3V1sblJugg82L8yxgw6BMZ,8.15E-06,2,0.159,-16.626,1,Lullaby Of The Leaves,5,1925,0.0488,90.542
0.913,1925,0.949,['Louis Armstrong & His Hot Five'],0.551,162600,0.343,0,4hoxOG3DE2yQO4E7A7MmfS,2.44E-05,2,0.158,-11.366,0,I'm Gonna Gitcha,4,1925,0.118,203.051
0.902,1925,0.996,['The Golden Gate Orchestra'],0.797,181320,0.449,0,5PGXbXww1JWuVPNwYdzMwB,0.895,0,0.182,-12.592,1,"Dusting The Donkey - aka ""The Pay-Off""",5,1925,0.0826,113.216
0.494,1925,0.963,['Paul Whiteman & His Orchestra'],0.552,195067,0.266,0,6MWxok8M7vCTguRy8QR9gc,0.0152,5,0.432,-11.338,1,It Won't Be Long Now,6,1925,0.142,157.758
0.674,1925,0.84,['Tom Dorsey'],0.724,189827,0.324,0,6lGfkQqVuwJ0dOXPcb0MZx,0.872,0,0.0991,-9.842,1,It's Right Here For You,5,1925,0.0631,94.042
0.294,1925,0.987,['Louis Armstrong & His Hot Five'],0.594,182227,0.188,0,7lf1uY54Svtrc9PHPj7g9t,0,10,0.104,-12.796,1,Lonesome Blues,4,1925,0.0406,83.759
0.733,1925,0.956,['The Boswell Sisters'],0.668,184707,0.132,0,7on1N979cYvlNt3Nfrqicv,4.84E-06,4,0.0776,-12.561,0,Sentimental Gentleman From Georgia,5,1925,0.094,122.527
0.823,1925,0.901,['Tommy Dorsey'],0.558,212533,0.58,0,0TEzkFrM13PeyKjxXkcWJi,0.915,9,0.326,-9.065,0,March Of The Toys,4,1925,0.121,177.79
0.962,1925,0.938,['Louis Armstrong & His Hot Five'],0.801,179667,0.341,0,12JgvibIIArYH4wWN8c8x8,0.15,5,0.15,-12.395,1,Jazz Lips,3,1925,0.0927,107.101
0.452,1925,0.982,['Tommy Dorsey'],0.435,306013,0.36,0,1OGRmZ42QZfpDc7tMbdbrG,0.0105,5,0.946,-11.138,0,Take The 'A' Train,3,1925,0.206,71.276
0.855,1925,0.959,['The Travelers'],0.934,169560,0.609,0,1Znnilxi9JGrqarvVHAgy3,0.889,2,0.0966,-9.479,1,Breakaway,4,1925,0.0636,107.321
0.16,1925,0.975,['Duke Ellington'],0.183,176947,0.141,0,1bQ2BR5kCUrnvuTgfDwdiZ,0.833,1,0.119,-14.981,1,Tonight I Shall Sleep,4,1925,0.0363,81.125
0.864,1925,0.992,['Chick Bullock And His Levee Loungers'],0.776,181467,0.376,0,1vEK2vbx8x7nWOHmAFpHUD,0.0341,0,0.0892,-10.126,1,Bend Down Sister,5,1925,0.0436,106.555
0.785,1925,0.981,"[""The Dorsey Brothers' Orchestra""]",0.573,207893,0.171,0,1xxZATxkPkllMCm204ctUR,0.0641,2,0.0752,-11.474,1,Mean To Me,5,1925,0.0442,147.841
0.955,1925,0.962,['The All-Star Orchestra'],0.697,182200,0.429,0,2HBNPqCMuaAOHp6s9OzOLo,0.514,0,0.25,-9.241,1,Add A Little Wiggle,4,1925,0.0583,100.54
0.9,1925,0.989,['Louis Armstrong & His Hot Five'],0.597,163133,0.337,0,2UiPfmIWrBfzdfdiCZAVsu,0.842,5,0.106,-10.079,1,Sweet Little Papa,2,1925,0.136,187.665
0.922,1925,0.985,['Sam Lanin & His Famous Players & Singers'],0.775,192360,0.285,0,2Ve5waZJJrExJDHajoxDb1,0.138,5,0.101,-9.884,1,Ten Little Miles From Town,5,1925,0.0597,83.803
0.97,1925,0.981,['Tommy Dorsey'],0.721,180013,0.493,0,2ZHUaQCwRLAVbmy6eiyOjD,0.728,5,0.839,-10.955,1,Trombonology,3,1925,0.0354,104.167
0.704,1925,0.915,['Tommy Dorsey'],0.617,190560,0.435,0,2lPV0bfNMgn7LGAXEyU1qR,0.00405,8,0.15,-8.284,1,At The Fat Man's,4,1925,0.0466,154.89
0.895,1925,0.846,['Ed Lang & His Orchestra'],0.823,178787,0.613,0,3Da0rFSGowkOPtcugvxKp5,0.886,10,0.0534,-9.062,1,Bugle Call Rag - 78 rpm Version,5,1925,0.0674,114.038
0.882,1925,0.996,['Louis Armstrong & His Hot Five'],0.686,157533,0.216,0,3G2ioNaqXW8RXtlhSD1zHp,0.901,7,0.0595,-14.856,1,Muskrat Ramble,4,1925,0.0959,174.4
0.867,1925,0.993,['Louis Armstrong & His Hot Five'],0.724,163640,0.335,0,3H6wCLijWnyr4Wq9E3mmNi,0.71,0,0.0691,-10.4,1,Who'sit,3,1925,0.0411,106.338
0.786,1925,0.995,['Louis Armstrong & His Hot Five'],0.596,178040,0.341,0,3LQiqV3KZk3ZrzPeSBu8tI,0.0929,3,0.69,-10.838,1,Big Fat Ma and Skinny Pa,3,1925,0.271,170.338
0.429,1925,0.924,"['Frank Sinatra', 'Tommy Dorsey Orchestra']",0.499,193840,0.0748,0,3Ym9KAplnUsm8kIrwETUBy,0.014,1,0.55,-13.552,1,Imagination,4,1925,0.044,113.268
0.889,1925,0.937,['Harold Lem & His Orchestra'],0.848,195093,0.35,0,5n2a00lvFmgllxaBkEpYlr,0.117,10,0.0616,-9.963,1,I Got Rhythm,5,1925,0.0583,114.518
0.604,1925,0.973,"['Tommy Dorsey', 'Duke Ellington']",0.432,182120,0.461,0,71SxKog2t1yfpQ6LTkEXjC,0.755,6,0.114,-12.228,1,The Minor Goes Muggin',4,1925,0.0533,178.098
0.431,1925,0.974,['Hoagy Carmichael & His Orchestra'],0.667,194227,0.122,0,7Dde47A4x0nAyOPMeuBDs9,0.197,8,0.1,-14.869,1,Moon Country,3,1925,0.0441,119.835
0.891,1925,0.989,['The Columbia Photo Players'],0.759,191827,0.34,0,07Hbp0v6qpkMfNmNPpsz6X,0.0721,5,0.0734,-11.025,1,Dust,3,1925,0.0801,102.731
0.497,1925,0.736,"['Tommy Dorsey', 'Jimmy Dorsey']",0.464,174400,0.867,0,0eqRYgft7ZKV9GJPbwNl35,0.543,0,0.386,-7.986,0,Dippermouth Blues (feat. Jimmy Dorsey),2,1925,0.135,119.664
0.784,1925,0.81,['Tommy Dorsey'],0.526,239133,0.428,0,0ldgrcj6lJNJLA0VMN73WL,0.86,8,0.785,-10.731,1,Easy Does It,2,1925,0.317,176.681
0.96,1925,0.718,['Tommy Dorsey & His Clambake Seven'],0.787,160373,0.502,0,1KZcikuC5qZiPfrLZJKY0z,0.105,9,0.0363,-10.509,0,Vol Vistu Gaily Star,3,1925,0.0529,111.209
0.685,1925,0.845,['Tommy Dorsey'],0.536,191173,0.494,0,1MF2r88Wbv0G4I2WXwuizw,0.00982,7,0.938,-11.52,0,Rhumboogie,2,1925,0.472,180.142
0.769,1925,0.826,['Tommy Dorsey'],0.597,199880,0.353,0,1SH94QAw754YgXxyHsQtzt,0.35,5,0.733,-10.993,0,Goin' Home,2,1925,0.166,92.098
0.787,1925,0.995,['Louis Armstrong & His Hot Five'],0.644,151960,0.123,0,1YobXiCCdnlBVzezl5nAt0,0.858,11,0.218,-18.648,1,"Come Back, Sweet Papa",3,1925,0.394,189.67
0.621,1925,0.923,['Tommy Dorsey'],0.59,195320,0.249,0,1cuaa5iKOB69rkBD4sI6U6,0.337,10,0.18,-11.499,0,Pussy Willow,3,1925,0.0313,139.101
0.327,1925,0.991,['Tommy Dorsey'],0.255,231653,0.13,0,1r5iGmVNpOEWHSWEkm2vFd,0.00114,5,0.594,-13.763,1,Every Night About This Time,2,1925,0.0358,80.426
0.601,1925,0.957,['Tommy Dorsey'],0.775,224573,0.235,0,2F8CnNSU7pExOSXzsgf2vz,0,0,0.955,-11.981,1,Oh! Look At Me Now,2,1925,0.108,120.288
0.673,1925,0.958,['Ethel Waters'],0.628,192107,0.227,0,2nSjyu82yxXPzdMWyOE6Y3,0,5,0.133,-13.328,1,Please Don't Talk About Me When I'm Gone,3,1925,0.0824,128.357
0.324,1925,0.801,['Tommy Dorsey'],0.223,265880,0.386,0,3MTesqagdJyJNtSAeTEp94,2.09E-05,10,0.866,-10.931,1,The Song Is You,2,1925,0.0653,62.335
0.675,1925,0.944,['Tommy Dorsey'],0.427,184213,0.267,0,3NN2bocqQi0K2UyxGMcmPf,0.00331,9,0.193,-8.684,0,Our Love Affair,2,1925,0.0439,75.715
0.893,1925,0.972,"[""Clarence Williams' Jug Band""]",0.74,187014,0.604,0,3SBEbhHjV4zwqjqaj2Bab4,0.0719,5,0.0395,-10.616,1,Chizzlin' Sam,2,1925,0.123,123.043
0.744,1925,0.941,['Jack Bland'],0.767,162227,0.69,0,3TyrWNoKRbNIf518AklVXx,0.272,3,0.0652,-9.304,1,Who Stole The Lock (On The Hen-House Door),3,1925,0.335,119.293
0.946,1925,0.97,['Tommy Dorsey & His Clambake Seven'],0.796,182933,0.341,0,3lZDXtwP8CdwuSO2PPJfaX,0.0313,7,0.215,-13.195,1,One Night In Monte Carlo,3,1925,0.0567,117.325
0.29,1925,0.938,['Tommy Dorsey'],0.272,168467,0.379,0,3mQkgsL18klkojLlVOXB6y,0.0331,5,0.737,-8.337,0,Daybreak,2,1925,0.0316,114.589
0.918,1925,0.897,"['Tommy Dorsey & His Clambake Seven', 'Tommy Dorsey']",0.577,200907,0.478,0,42hnnWqFTJCTRh0hxgtf9z,0.799,0,0.202,-13.166,1,Twilight In Turkey,2,1925,0.0859,175.273
0.876,1925,0.951,['Mildred Bailey'],0.708,171627,0.424,0,4SUZxev3cGf4DOByQAc1WY,0.00024,5,0.117,-9.897,1,Shoutin' In That Amen Corner,3,1925,0.145,124.781
0.522,1925,0.968,['Art Jarrett'],0.517,198840,0.293,0,4i3hpDpsOEkgWgq7yv6zHt,0.035,8,0.15,-11.361,1,Goodbye Blues,3,1925,0.0416,131.702
0.886,1925,0.921,['Tommy Dorsey'],0.575,176267,0.318,0,4nxFz8WqJtnWrgf95gO0mQ,0.735,5,0.0871,-11.331,1,Melody In F,3,1925,0.1,171.98
0.939,1925,0.995,['Louis Armstrong & His Hot Five'],0.625,149160,0.366,0,4xtbUCnNwcHBl8vsvUi0v6,0.741,11,0.0728,-13.557,0,My Heart,2,1925,0.056,94.231
0.55,1925,0.991,['Ethel Waters'],0.636,196000,0.038,0,4ywiiUqjEvx8RufPznNY8K,0,0,0.143,-15.057,1,Shake That Thing,2,1925,0.0516,95.043
0.88,1925,0.906,['The Charleston Chasers'],0.799,210613,0.409,0,5Nzd6zrlxV5rA0xzn7qIUN,0.167,3,0.331,-10.617,1,Cinderella Brown,3,1925,0.0825,88.614
0.806,1925,0.969,"['Tommy Dorsey', 'Elvis Presley']",0.521,180813,0.539,0,5OhEHB9YEo9ZQxYQaC2rcC,0.000575,4,0.946,-9.161,1,Heartbreak Hotel,3,1925,0.508,93.412
0.12,1925,0.982,['Tommy Dorsey'],0.397,193187,0.165,0,5VSjFy6P2TNVFjubGBgS4T,0.000604,0,0.332,-14.849,0,Do I Worry?,3,1925,0.053,109.488
0.56,1925,0.757,['Tommy Dorsey'],0.566,193627,0.642,0,5njTIocvVWLbfZ7Hxqyp2E,0.254,0,0.208,-7.815,0,Flagler Drive,3,1925,0.0472,137.34
0.875,1925,0.913,['Tommy Dorsey'],0.693,316867,0.332,0,5uzofUqcDnqHlt6XhIGm37,0.877,7,0.0687,-14.792,1,"Stop, Look and Listen",4,1925,0.139,163.991
0.882,1925,0.801,['Tommy Dorsey'],0.841,233187,0.694,0,61zSM8kaKDEhXev6AHPB8r,0.729,10,0.0386,-9.603,1,Jimtown Blues,2,1925,0.0988,106.237
0.415,1925,0.985,['Ethel Waters'],0.481,181893,0.157,0,68nUatvdvTFOdu4YhSUhcj,1.30E-06,1,0.207,-12.936,1,"I Just Couldn't Make It, Baby",3,1925,0.0684,92.374
0.479,1925,0.955,['A Jam Session At Victor'],0.717,178907,0.178,0,6NgWKnyCfpCPRgzFla4JYP,0.519,3,0.0663,-15.267,1,Blues,3,1925,0.0607,84.079
0.573,1925,0.991,['Ethel Waters'],0.669,187942,0.309,0,6OkpVl92j9bQdpoXQx0oGS,0,6,0.483,-9.578,1,No Man's Mama - A Woman's Choice,3,1925,0.0723,112.189
0.436,1925,0.947,['Tommy Dorsey'],0.613,262373,0.127,0,6ePf49aaEame3gXDa7VhCx,0.000131,7,0.316,-13.712,1,East Of The Sun,2,1925,0.0793,122.776
0.902,1925,0.927,"['""Test for Victor Young""']",0.734,175693,0.474,0,6ivMXI6YMOPvsiUyTDIV7b,0.0762,10,0.737,-10.544,1,Bugle Call Rag,3,1925,0.256,132.788
0.814,1925,0.786,['Tommy Dorsey'],0.545,138680,0.647,0,6rWXuCoH1xnnRFCKZzoGVL,0.727,7,0.764,-11.564,0,Put On Your Old Grey Bonnet,2,1925,0.148,140.096
